,数据名称,店铺,数据标签,数据大小,浏览量,价格
0,1261.807579645167,2.956523046298151,1.978429092599935,629760.0,23413,1.0
1,1261.807579645167,2.956523046298151,1.978429092599935,987136.0,28552,1.0
2,576.7392925446738,350.8948029119369,356.0,3398297.0,33329,399.0
3,1992.135099696542,2896.4707899621485,3077.0526315789475,102400.0,27959,1000.0
4,1263.269696802427,2.956523046298151,1.978429092599935,1677721.6,28384,3.0
5,4916.369414216561,2896.4707899621485,3077.0526315789475,231424.0,22581,5000.0
6,1406.557178213908,186.03571428571428,298.35833333333335,1826487.0,26900,199.0
7,1407.288236792538,186.03571428571428,298.35833333333335,3064672.0,29145,200.0
8,481.4818798624305,350.8948029119369,298.35833333333335,1826487.0,32200,199.0
9,1406.557178213908,186.03571428571428,298.35833333333335,1826487.0,23362,199.0
10,1406.557178213908,186.03571428571428,298.35833333333335,1826487.0,29591,199.0
11,1992.135099696542,891.7300881657578,298.35833333333335,174587904.0,27674,1000.0
12,1992.135099696542,891.7300881657578,298.35833333333335,147324928.0,27684,1000.0
13,1992.135099696542,891.7300881657578,298.35833333333335,180669644.8,27271,1000.0
14,1992.135099696542,891.7300881657578,298.35833333333335,158230118.4,24833,1000.0
15,1992.135099696542,891.7300881657578,298.35833333333335,273992908.8,25914,1000.0
16,1406.557178213908,199.01014894179252,200.15397228763945,1826487.0,25801,199.0
17,1516.9470235870388,891.7300881657578,298.35833333333335,197761433.6,23409,350.0
18,1406.557178213908,186.03571428571428,298.35833333333335,1826487.0,26870,199.0
19,1318.8301487783074,1212.5825221986481,298.35833333333335,1292277.0,28156,79.0
20,1261.807579645167,350.8948029119369,356.0,1282103.0,27183,1.0
21,415.86587593263425,350.8948029119369,356.0,3398297.0,30496,399.0
22,4258.416693449557,2896.4707899621485,3077.0526315789475,219136.0,24946,4100.0
23,4185.310835586557,2896.4707899621485,3077.0526315789475,235520.0,29923,4000.0
24,1261.807579645167,2.956523046298151,1.978429092599935,1992294.4,24486,1.0
25,3249.5558549401503,2896.4707899621485,3077.0526315789475,188416.0,24009,2720.0
26,481.4818798624305,350.8948029119369,356.0,1826487.0,30320,199.0
27,1406.557178213908,199.01014894179252,356.0,1826487.0,25383,199.0
28,229.38225677629677,210.46808510638297,200.15397228763945,3064672.0,22371,200.0
29,1436.5305799377381,186.03571428571428,244.14854292629605,3064672.0,23439,240.0
30,1626.6058103815394,1626.6058103815394,3077.0526315789475,3398297.0,24719,500.0
31,1406.557178213908,199.01014894179252,200.15397228763945,1826487.0,31007,199.0
32,1407.288236792538,186.03571428571428,175.95695843637833,3064672.0,30849,200.0
33,1406.557178213908,199.01014894179252,356.0,1826487.0,25550,199.0
34,1406.557178213908,199.01014894179252,356.0,1826487.0,31017,199.0
35,1443.8411657240383,186.03571428571428,1443.8411657240383,3064672.0,28766,250.0
36,1406.557178213908,199.01014894179252,298.35833333333335,1826487.0,25616,199.0
37,1516.9470235870388,186.03571428571428,298.35833333333335,15784147.0,21812,350.0
38,1647.8065091618096,315.81666666666666,356.0,3398297.0,30985,529.0
39,1406.557178213908,199.01014894179252,199.8763732449323,1826487.0,22514,199.0
40,647.0267284495837,186.03571428571428,298.35833333333335,1292277.0,21812,100.0
41,1319.5612073569373,186.03571428571428,175.95695843637833,1292277.0,27446,80.0
42,191.63658511141958,199.0,356.0,1826487.0,28597,199.0
43,412.4202556678041,199.0,175.95695843637833,1826487.0,28794,199.0
44,905.3938713230958,315.81666666666666,3077.0526315789475,3064672.0,26497,240.0
45,576.7392925446738,315.81666666666666,356.0,3064672.0,26270,345.0
46,412.4202556678041,210.46808510638297,199.8763732449323,3064672.0,30857,200.0
47,2357.6643890115442,350.8948029119369,298.35833333333335,5075889.0,26919,1500.0
48,1480.3940946555385,315.81666666666666,298.35833333333335,3064672.0,29885,300.0
49,1406.557178213908,199.0,298.35833333333335,1826487.0,24275,199.0
50,412.4202556678041,210.46808510638297,199.8763732449323,3064672.0,30110,200.0
51,415.86587593263425,315.81666666666666,356.0,3064672.0,21678,345.0
52,1647.8065091618096,315.81666666666666,356.0,3398297.0,25277,529.0
53,1055.129374579336,315.81666666666666,298.35833333333335,1292277.0,28366,95.0
54,229.38225677629677,236.0493667951432,1406.557178213908,1826487.0,22358,199.0
